val_r2,val_rmse,test_r2,test_rmse,configuration
-7.292625536761005,0.05307198649250314,0.8659761623603295,0.13013401901368143,"{'model_type': 'transformer', 'transformer': {'dim_feedforward': 256, 'num_encoder_layers': 2, 'nhead': 7, 'shuffle': False, 'dropout': 0.2, 'activation': 'relu', 'batch_first': True, 'hidden_size': 128, 'dense_layers': 2, 'd_model': 273, 'positional_encoding': 'sinusoidal'}, 'optimizer': {'optim_type': 'adam', 'learning_rate': 0.0003, 'weight_decay': 1e-05, 'scheduler': 'cosine'}, 'early_stopper': {'patience': 10, 'min_delta': 0}, 'epochs': 100, 'batch_size': 128, 'loss_fn': 'MCELoss', 'verbose': 0, 'seed': 42, 'device': 'cpu', 'input_size': 273, 'output_size': 7, 'day_target': 1}"
-8.114584772688834,0.055640081895636434,0.8731073996254926,0.12662456504841216,"{'model_type': 'transformer', 'transformer': {'dim_feedforward': 256, 'num_encoder_layers': 2, 'nhead': 7, 'shuffle': False, 'dropout': 0.2, 'activation': 'relu', 'batch_first': True, 'hidden_size': 128, 'dense_layers': 2, 'd_model': 273, 'positional_encoding': 'sinusoidal'}, 'optimizer': {'optim_type': 'adam', 'learning_rate': 0.0003, 'weight_decay': 1e-05, 'scheduler': 'cosine'}, 'early_stopper': {'patience': 10, 'min_delta': 0}, 'epochs': 100, 'batch_size': 128, 'loss_fn': 'MCELoss', 'verbose': 0, 'seed': 42, 'device': 'cpu', 'input_size': 273, 'output_size': 7, 'day_target': 1}"
-9.015880439313044,0.05832622677927951,0.8457808296488257,0.1395947223095565,"{'model_type': 'transformer', 'transformer': {'dim_feedforward': 256, 'num_encoder_layers': 4, 'nhead': 7, 'shuffle': False, 'dropout': 0.2, 'activation': 'relu', 'batch_first': True, 'hidden_size': 128, 'dense_layers': 2, 'd_model': 273, 'positional_encoding': 'sinusoidal'}, 'optimizer': {'optim_type': 'adam', 'learning_rate': 0.0003, 'weight_decay': 1e-05, 'scheduler': 'cosine'}, 'early_stopper': {'patience': 10, 'min_delta': 0}, 'epochs': 100, 'batch_size': 64, 'loss_fn': 'MCELoss', 'verbose': 0, 'seed': 42, 'device': 'cpu', 'input_size': 273, 'output_size': 7, 'day_target': 1}"
-9.69886856877505,0.06028208187185786,0.8766954202200953,0.12482150700644269,"{'model_type': 'transformer', 'transformer': {'dim_feedforward': 256, 'num_encoder_layers': 4, 'nhead': 7, 'shuffle': False, 'dropout': 0.2, 'activation': 'relu', 'batch_first': True, 'hidden_size': 128, 'dense_layers': 2, 'd_model': 273, 'positional_encoding': 'sinusoidal'}, 'optimizer': {'optim_type': 'adam', 'learning_rate': 0.0003, 'weight_decay': 1e-05, 'scheduler': 'cosine'}, 'early_stopper': {'patience': 10, 'min_delta': 0}, 'epochs': 100, 'batch_size': 64, 'loss_fn': 'MCELoss', 'verbose': 0, 'seed': 42, 'device': 'cpu', 'input_size': 273, 'output_size': 7, 'day_target': 1}"
-6.475225587692557,0.05038850438302496,0.890420971900184,0.11766940027690721,"{'model_type': 'transformer', 'transformer': {'dim_feedforward': 256, 'num_encoder_layers': 4, 'nhead': 7, 'shuffle': False, 'dropout': 0.2, 'activation': 'relu', 'batch_first': True, 'hidden_size': 128, 'dense_layers': 2, 'd_model': 273, 'positional_encoding': 'sinusoidal'}, 'optimizer': {'optim_type': 'adam', 'learning_rate': 0.0003, 'weight_decay': 1e-05, 'scheduler': 'cosine'}, 'early_stopper': {'patience': 10, 'min_delta': 0}, 'epochs': 100, 'batch_size': 64, 'loss_fn': 'MCELoss', 'verbose': 0, 'seed': 42, 'device': 'cpu', 'input_size': 273, 'output_size': 7, 'day_target': 1}"
-7.280683327491817,0.05303375824299805,0.8780704448030157,0.12412358558420476,"{'model_type': 'transformer', 'transformer': {'dim_feedforward': 256, 'num_encoder_layers': 4, 'nhead': 7, 'shuffle': False, 'dropout': 0.2, 'activation': 'relu', 'batch_first': True, 'hidden_size': 128, 'dense_layers': 2, 'd_model': 273, 'positional_encoding': 'sinusoidal'}, 'optimizer': {'optim_type': 'adam', 'learning_rate': 0.0003, 'weight_decay': 1e-05, 'scheduler': 'cosine'}, 'early_stopper': {'patience': 10, 'min_delta': 0}, 'epochs': 100, 'batch_size': 128, 'loss_fn': 'MCELoss', 'verbose': 0, 'seed': 42, 'device': 'cpu', 'input_size': 273, 'output_size': 7, 'day_target': 1}"
-6.569757161523224,0.05070610950895549,0.8789912909026789,0.12365398925777157,"{'model_type': 'transformer', 'transformer': {'dim_feedforward': 256, 'num_encoder_layers': 4, 'nhead': 7, 'shuffle': False, 'dropout': 0.2, 'activation': 'relu', 'batch_first': True, 'hidden_size': 128, 'dense_layers': 2, 'd_model': 273, 'positional_encoding': 'sinusoidal'}, 'optimizer': {'optim_type': 'adam', 'learning_rate': 0.0003, 'weight_decay': 1e-05, 'scheduler': 'cosine'}, 'early_stopper': {'patience': 10, 'min_delta': 0}, 'epochs': 100, 'batch_size': 128, 'loss_fn': 'MCELoss', 'verbose': 0, 'seed': 42, 'device': 'cpu', 'input_size': 273, 'output_size': 7, 'day_target': 1}"
-7.365422626561793,0.053304424592314874,0.8628246462530694,0.13165515306142872,"{'model_type': 'transformer', 'transformer': {'dim_feedforward': 256, 'num_encoder_layers': 4, 'nhead': 7, 'shuffle': False, 'dropout': 0.2, 'activation': 'relu', 'batch_first': True, 'hidden_size': 128, 'dense_layers': 2, 'd_model': 273, 'positional_encoding': 'sinusoidal'}, 'optimizer': {'optim_type': 'adam', 'learning_rate': 0.0003, 'weight_decay': 1e-05, 'scheduler': 'cosine'}, 'early_stopper': {'patience': 10, 'min_delta': 0}, 'epochs': 100, 'batch_size': 128, 'loss_fn': 'MCELoss', 'verbose': 0, 'seed': 42, 'device': 'cpu', 'input_size': 273, 'output_size': 7, 'day_target': 1}"
-5.418741022124138,0.046692189884765006,0.900508093565141,0.11212273793490078,"{'model_type': 'transformer', 'transformer': {'dim_feedforward': 256, 'num_encoder_layers': 6, 'nhead': 7, 'shuffle': False, 'dropout': 0.2, 'activation': 'relu', 'batch_first': True, 'hidden_size': 128, 'dense_layers': 2, 'd_model': 273, 'positional_encoding': 'sinusoidal'}, 'optimizer': {'optim_type': 'adam', 'learning_rate': 0.0003, 'weight_decay': 1e-05, 'scheduler': 'cosine'}, 'early_stopper': {'patience': 10, 'min_delta': 0}, 'epochs': 100, 'batch_size': 64, 'loss_fn': 'MCELoss', 'verbose': 0, 'seed': 42, 'device': 'cpu', 'input_size': 273, 'output_size': 7, 'day_target': 1}"
-6.089226090906797,0.04907030189015419,0.8752232537491311,0.12556443481855148,"{'model_type': 'transformer', 'transformer': {'dim_feedforward': 256, 'num_encoder_layers': 6, 'nhead': 7, 'shuffle': False, 'dropout': 0.2, 'activation': 'relu', 'batch_first': True, 'hidden_size': 128, 'dense_layers': 2, 'd_model': 273, 'positional_encoding': 'sinusoidal'}, 'optimizer': {'optim_type': 'adam', 'learning_rate': 0.0003, 'weight_decay': 1e-05, 'scheduler': 'cosine'}, 'early_stopper': {'patience': 10, 'min_delta': 0}, 'epochs': 100, 'batch_size': 64, 'loss_fn': 'MCELoss', 'verbose': 0, 'seed': 42, 'device': 'cpu', 'input_size': 273, 'output_size': 7, 'day_target': 1}"
-7.130100944611161,0.052549342346570285,0.862031719438904,0.13203511372783475,"{'model_type': 'transformer', 'transformer': {'dim_feedforward': 256, 'num_encoder_layers': 6, 'nhead': 7, 'shuffle': False, 'dropout': 0.2, 'activation': 'relu', 'batch_first': True, 'hidden_size': 128, 'dense_layers': 2, 'd_model': 273, 'positional_encoding': 'sinusoidal'}, 'optimizer': {'optim_type': 'adam', 'learning_rate': 0.0003, 'weight_decay': 1e-05, 'scheduler': 'cosine'}, 'early_stopper': {'patience': 10, 'min_delta': 0}, 'epochs': 100, 'batch_size': 64, 'loss_fn': 'MCELoss', 'verbose': 0, 'seed': 42, 'device': 'cpu', 'input_size': 273, 'output_size': 7, 'day_target': 1}"
-7.139521595168702,0.052579778971511996,0.859854178686654,0.13307298366973805,"{'model_type': 'transformer', 'transformer': {'dim_feedforward': 256, 'num_encoder_layers': 6, 'nhead': 7, 'shuffle': False, 'dropout': 0.2, 'activation': 'relu', 'batch_first': True, 'hidden_size': 128, 'dense_layers': 2, 'd_model': 273, 'positional_encoding': 'sinusoidal'}, 'optimizer': {'optim_type': 'adam', 'learning_rate': 0.0003, 'weight_decay': 1e-05, 'scheduler': 'cosine'}, 'early_stopper': {'patience': 10, 'min_delta': 0}, 'epochs': 100, 'batch_size': 128, 'loss_fn': 'MCELoss', 'verbose': 0, 'seed': 42, 'device': 'cpu', 'input_size': 273, 'output_size': 7, 'day_target': 1}"
-6.947693281029371,0.051956497356723294,0.8700575015437675,0.12813725741593482,"{'model_type': 'transformer', 'transformer': {'dim_feedforward': 256, 'num_encoder_layers': 6, 'nhead': 7, 'shuffle': False, 'dropout': 0.2, 'activation': 'relu', 'batch_first': True, 'hidden_size': 128, 'dense_layers': 2, 'd_model': 273, 'positional_encoding': 'sinusoidal'}, 'optimizer': {'optim_type': 'adam', 'learning_rate': 0.0003, 'weight_decay': 1e-05, 'scheduler': 'cosine'}, 'early_stopper': {'patience': 10, 'min_delta': 0}, 'epochs': 100, 'batch_size': 128, 'loss_fn': 'MCELoss', 'verbose': 0, 'seed': 42, 'device': 'cpu', 'input_size': 273, 'output_size': 7, 'day_target': 1}"
-6.320943318722897,0.04986580546861411,0.8685309492121198,0.12888773198964293,"{'model_type': 'transformer', 'transformer': {'dim_feedforward': 256, 'num_encoder_layers': 6, 'nhead': 7, 'shuffle': False, 'dropout': 0.2, 'activation': 'relu', 'batch_first': True, 'hidden_size': 128, 'dense_layers': 2, 'd_model': 273, 'positional_encoding': 'sinusoidal'}, 'optimizer': {'optim_type': 'adam', 'learning_rate': 0.0003, 'weight_decay': 1e-05, 'scheduler': 'cosine'}, 'early_stopper': {'patience': 10, 'min_delta': 0}, 'epochs': 100, 'batch_size': 128, 'loss_fn': 'MCELoss', 'verbose': 0, 'seed': 42, 'device': 'cpu', 'input_size': 273, 'output_size': 7, 'day_target': 1}"
